Date,USD,EUR,BRL,INR,RUB,MXN,ZAR,CAD,CNY,JPY,SGD,EUR Change,BRL Change,INR Change,RUB Change,MXN Change,ZAR Change,CAD Change,CNY Change,JPY Change,SGD Change
19 Feb 2020,1,0.9259,4.3689,71.5134,63.5412,18.5824,14.9468,1.3223,6.9943,110.5093,1.3919,-0.0009,-0.0186,-0.1034,-0.2271,-0.1094,-0.1566,-0.0034,-0.0295,-1.5018,-0.0086
18 Feb 2020,1,0.9246,4.3462,71.5514,63.7653,18.6387,15.051,1.3263,7.0018,109.7448,1.3922,-0.0013,-0.0227,0.038,0.2241,0.0563,0.1042,0.004,0.0075,-0.7645,0.0003
17 Feb 2020,1,0.9229,4.3137,71.3816,63.4568,18.5734,14.9603,1.3229,6.9815,109.8754,1.3887,-0.0017,-0.0325,-0.1698,-0.3085,-0.0653,-0.0907,-0.0034,-0.0203,0.1306,-0.0035
16 Feb 2020,1,0.9223,4.3283,71.4499,63.5599,18.5949,14.8625,1.3248,6.9874,109.8598,1.3918,-0.0006,0.0146,0.0683,0.1031,0.0215,-0.0978,0.0019,0.0059,-0.0156,0.0031
15 Feb 2020,1,0.9223,4.3283,71.4499,63.5599,18.5949,14.8625,1.3248,6.9874,109.8598,1.3918,0,0,0,0,0,0,0,0,0,0
14 Feb 2020,1,0.9223,4.3283,71.4499,63.5599,18.5949,14.8625,1.3248,6.9874,109.8598,1.3918,0,0,0,0,0,0,0,0,0,0
13 Feb 2020,1,0.9202,4.3418,71.2704,63.5142,18.6262,14.8443,1.3257,6.9835,109.6991,1.3892,-0.0021,0.0135,-0.1795,-0.0457,0.0313,-0.0182,0.0009,-0.0039,-0.1607,-0.0026
12 Feb 2020,1,0.9163,4.3326,71.3162,62.9952,18.6251,14.7761,1.3256,6.9702,109.978,1.3856,-0.0039,-0.0092,0.0458,-0.519,-0.0011,-0.0682,-0.0001,-0.0133,0.2789,-0.0036
11 Feb 2020,1,0.9173,4.3111,71.2728,63.5903,18.6738,14.8914,1.3297,6.9741,109.834,1.3877,0.001,-0.0215,-0.0434,0.5951,0.0487,0.1153,0.0041,0.0039,-0.144,0.0021
10 Feb 2020,1,0.9132,4.311,71.3241,64.0234,18.7623,15.0476,1.3314,6.983,109.7434,1.3888,-0.0041,-1E-04,0.0513,0.4331,0.0885,0.1562,0.0017,0.0089,-0.0906,0.0011
09 Feb 2020,1,0.9117,4.2919,71.44,63.8347,18.7147,14.9698,1.3314,6.9934,109.8642,1.3907,-0.0015,-0.0191,0.1159,-0.1887,-0.0476,-0.0778,0,0.0104,0.1208,0.0019
08 Feb 2020,1,0.9117,4.2919,71.44,63.8347,18.7147,14.9698,1.3314,6.9934,109.8642,1.3907,0,0,0,0,0,0,0,0,0,0
07 Feb 2020,1,0.9117,4.2919,71.44,63.8347,18.7147,14.9698,1.3314,6.9934,109.8642,1.3907,0,0,0,0,0,0,0,0,0,0
06 Feb 2020,1,0.9088,4.2309,71.1483,63.126,18.6178,14.8167,1.3278,6.9686,109.8519,1.3844,-0.0029,-0.061,-0.2917,-0.7087,-0.0969,-0.1531,-0.0036,-0.0248,-0.0123,-0.0063
05 Feb 2020,1,0.9072,4.2288,71.154,62.6254,18.5905,14.7189,1.3285,6.9725,109.716,1.3791,-0.0016,-0.0021,0.0057,-0.5006,-0.0273,-0.0978,0.0007,0.0039,-0.1359,-0.0053
04 Feb 2020,1,0.9051,4.2274,71.2455,63.2445,18.7113,14.7775,1.3279,6.9966,109.0876,1.3703,-0.0021,-0.0014,0.0915,0.6191,0.1208,0.0586,-0.0006,0.0241,-0.6284,-0.0088
03 Feb 2020,1,0.9037,4.2626,71.393,63.7979,18.8129,14.893,1.3236,7.0198,108.5306,1.368,-0.0014,0.0352,0.1475,0.5534,0.1016,0.1155,-0.0043,0.0232,-0.557,-0.0023
02 Feb 2020,1,0.9048,4.2668,71.3948,63.6423,18.8241,14.9204,1.3235,6.9367,108.8943,1.3655,0.0011,0.0042,0.0018,-0.1556,0.0112,0.0274,-0.0001,-0.0831,0.3637,-0.0025
01 Feb 2020,1,0.9048,4.2668,71.3948,63.6423,18.8241,14.9204,1.3235,6.9367,108.8943,1.3655,0,0,0,0,0,0,0,0,0,0
31 Jan 2020,1,0.9048,4.2668,71.3948,63.6423,18.8241,14.9204,1.3235,6.9367,108.8943,1.3655,0,0,0,0,0,0,0,0,0,0
30 Jan 2020,1,0.9067,4.2466,71.6393,63.1715,18.7673,14.7496,1.3217,6.9366,108.8313,1.3628,0.0019,-0.0202,0.2445,-0.4708,-0.0568,-0.1708,-0.0018,-1E-04,-0.063,-0.0027
29 Jan 2020,1,0.909,4.1895,71.2817,62.6993,18.7355,14.6095,1.3177,6.9366,109.1355,1.3609,0.0023,-0.0571,-0.3576,-0.4722,-0.0318,-0.1401,-0.004,0,0.3042,-0.0019
28 Jan 2020,1,0.9087,4.1977,71.2899,62.6108,18.8383,14.6523,1.319,6.9367,109.0595,1.3584,-0.0003,0.0082,0.0082,-0.0885,0.1028,0.0428,0.0013,1E-04,-0.076,-0.0025
27 Jan 2020,1,0.907,4.2147,71.4218,62.6251,18.9311,14.5516,1.3187,6.9367,108.9433,1.3574,-0.0017,0.017,0.1319,0.0143,0.0928,-0.1007,-0.0003,0,-0.1162,-0.001
26 Jan 2020,1,0.9062,4.1762,71.2913,61.7754,18.7739,14.3711,1.3132,6.9333,109.6149,1.3512,-0.0008,-0.0385,-0.1305,-0.8497,-0.1572,-0.1805,-0.0055,-0.0034,0.6716,-0.0062
25 Jan 2020,1,0.9062,4.1762,71.2913,61.7754,18.7739,14.3711,1.3132,6.9333,109.6149,1.3512,0,0,0,0,0,0,0,0,0,0
24 Jan 2020,1,0.9062,4.1762,71.2913,61.7754,18.7739,14.3711,1.3132,6.9333,109.6149,1.3512,0,0,0,0,0,0,0,0,0,0
23 Jan 2020,1,0.9016,4.1703,71.3159,61.8791,18.7113,14.3813,1.3163,6.9333,109.5483,1.3498,-0.0046,-0.0059,0.0246,0.1037,-0.0626,0.0102,0.0031,0,-0.0666,-0.0014
22 Jan 2020,1,0.9019,4.1925,71.1278,61.9529,18.7064,14.4075,1.3046,6.9021,109.9657,1.3487,0.0003,0.0222,-0.1881,0.0738,-0.0049,0.0262,-0.0117,-0.0312,0.4174,-0.0011
21 Jan 2020,1,0.8997,4.198,71.1961,61.8354,18.7309,14.4758,1.3056,6.9035,110.0405,1.349,-0.0022,0.0055,0.0683,-0.1175,0.0245,0.0683,0.001,0.0014,0.0748,0.0003
20 Jan 2020,1,0.9021,4.1822,71.0726,61.5313,18.6685,14.5282,1.3069,6.8662,110.1849,1.348,0.0024,-0.0158,-0.1235,-0.3041,-0.0624,0.0524,0.0013,-0.0373,0.1444,-0.001
19 Jan 2020,1,0.9003,4.1763,71.0809,61.4418,18.7557,14.4564,1.3052,6.8587,110.1098,1.3468,-0.0018,-0.0059,0.0083,-0.0895,0.0872,-0.0718,-0.0017,-0.0075,-0.0751,-0.0012
18 Jan 2020,1,0.9003,4.1763,71.0809,61.4418,18.7557,14.4564,1.3052,6.8587,110.1098,1.3468,0,0,0,0,0,0,0,0,0,0
17 Jan 2020,1,0.9003,4.1763,71.0809,61.4418,18.7557,14.4564,1.3052,6.8587,110.1098,1.3468,0,0,0,0,0,0,0,0,0,0
16 Jan 2020,1,0.8953,4.165,70.9294,61.6082,18.7932,14.4354,1.3035,6.8795,109.9472,1.3452,-0.005,-0.0113,-0.1515,0.1664,0.0375,-0.021,-0.0017,0.0208,-0.1626,-0.0016
15 Jan 2020,1,0.8975,4.1599,70.7974,61.424,18.8065,14.3796,1.3072,6.888,109.8815,1.3472,0.0022,-0.0051,-0.132,-0.1842,0.0133,-0.0558,0.0037,0.0085,-0.0657,0.002
14 Jan 2020,1,0.8997,4.1436,70.8309,61.3961,18.8399,14.4196,1.3071,6.8858,110.0495,1.3478,0.0022,-0.0163,0.0335,-0.0279,0.0334,0.04,-1E-04,-0.0022,0.168,0.0006
13 Jan 2020,1,0.8988,4.1194,70.8453,61.1984,18.7924,14.3761,1.3045,6.8935,109.8778,1.3472,-0.0009,-0.0242,0.0144,-0.1977,-0.0475,-0.0435,-0.0026,0.0077,-0.1717,-0.0006
12 Jan 2020,1,0.9016,4.0743,70.9508,61.3479,18.8111,14.2531,1.3072,6.9221,109.6384,1.3497,0.0028,-0.0451,0.1055,0.1495,0.0187,-0.123,0.0027,0.0286,-0.2394,0.0025
11 Jan 2020,1,0.9016,4.0743,70.9508,61.3479,18.8111,14.2531,1.3072,6.9221,109.6384,1.3497,0,0,0,0,0,0,0,0,0,0
10 Jan 2020,1,0.9016,4.0743,70.9508,61.3479,18.8111,14.2531,1.3072,6.9221,109.6384,1.3497,0,0,0,0,0,0,0,0,0,0
09 Jan 2020,1,0.9001,4.0679,71.2529,61.2743,18.7792,14.2069,1.3056,6.9317,109.3969,1.3518,-0.0015,-0.0064,0.3021,-0.0736,-0.0319,-0.0462,-0.0016,0.0096,-0.2415,0.0021
08 Jan 2020,1,0.8997,4.0569,71.713,61.7534,18.8105,14.23,1.3018,6.9441,108.7359,1.3508,-0.0004,-0.011,0.4601,0.4791,0.0313,0.0231,-0.0038,0.0124,-0.661,-0.001
07 Jan 2020,1,0.8951,4.0839,71.8448,61.9921,18.8733,14.2968,1.2997,6.9425,108.4407,1.3499,-0.0046,0.027,0.1318,0.2387,0.0628,0.0668,-0.0021,-0.0016,-0.2952,-0.0009
06 Jan 2020,1,0.8933,4.0612,71.9292,62.0017,18.8867,14.2456,1.2976,6.9724,108.1115,1.3498,-0.0018,-0.0227,0.0844,0.0096,0.0134,-0.0512,-0.0021,0.0299,-0.3292,-1E-04
05 Jan 2020,1,0.8971,4.0613,71.7758,62.0068,18.9677,14.2838,1.2982,6.9716,108.1367,1.3499,0.0038,1E-04,-0.1534,0.0051,0.081,0.0382,0.0006,-0.0008,0.0252,1E-04
04 Jan 2020,1,0.8971,4.0613,71.7758,62.0068,18.9677,14.2838,1.2982,6.9716,108.1367,1.3499,0,0,0,0,0,0,0,0,0,0
03 Jan 2020,1,0.8971,4.0613,71.7758,62.0068,18.9677,14.2838,1.2982,6.9716,108.1367,1.3499,0,0,0,0,0,0,0,0,0,0
02 Jan 2020,1,0.8934,4.0088,71.3897,61.8148,18.8853,14.0709,1.2998,6.9638,108.7733,1.3476,-0.0037,-0.0525,-0.3861,-0.192,-0.0824,-0.2129,0.0016,-0.0078,0.6366,-0.0023
01 Jan 2020,1,0.8902,4.0197,71.3788,62.2719,18.8893,14.0442,1.2994,6.9615,108.5455,1.3451,-0.0032,0.0109,-0.0109,0.4571,0.004,-0.0267,-0.0004,-0.0023,-0.2278,-0.0025
